hud_area_code,hud_areaname,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4
NCNTY18179N18179,"Wells County, IN",613,668,879,1070,1286
NCNTY18181N18181,"White County, IN",620,675,889,1123,1194
NCNTY19001N19001,"Adair County, IA",613,637,839,1131,1135
NCNTY19003N19003,"Adams County, IA",669,695,915,1114,1229
NCNTY19005N19005,"Allamakee County, IA",613,637,839,1081,1170
NCNTY19007N19007,"Appanoose County, IA",613,637,839,1022,1251
NCNTY19009N19009,"Audubon County, IA",618,643,846,1030,1136
NCNTY19019N19019,"Buchanan County, IA",687,691,910,1130,1222
NCNTY19021N19021,"Buena Vista County, IA",620,654,848,1128,1153
NCNTY19023N19023,"Butler County, IA",613,637,839,1117,1295
NCNTY19025N19025,"Calhoun County, IA",613,683,839,1038,1127
NCNTY19027N19027,"Carroll County, IA",582,637,839,1123,1127
NCNTY19029N19029,"Cass County, IA",613,712,839,1090,1255
NCNTY19031N19031,"Cedar County, IA",659,685,902,1129,1212
NCNTY19033N19033,"Cerro Gordo County, IA",640,665,876,1133,1324
NCNTY19035N19035,"Cherokee County, IA",613,743,839,1192,1429
NCNTY19037N19037,"Chickasaw County, IA",658,662,839,1192,1309
NCNTY19039N19039,"Clarke County, IA",710,738,972,1244,1307
NCNTY19041N19041,"Clay County, IA",566,687,847,1149,1206
NCNTY19043N19043,"Clayton County, IA",561,637,839,1047,1127
NCNTY19045N19045,"Clinton County, IA",656,690,908,1121,1220
NCNTY19047N19047,"Crawford County, IA",613,713,839,1081,1272
NCNTY19051N19051,"Davis County, IA",613,729,839,1049,1128
NCNTY19053N19053,"Decatur County, IA",561,637,839,1021,1429
NCNTY19055N19055,"Delaware County, IA",613,679,839,1076,1157
NCNTY19057N19057,"Des Moines County, IA",673,764,1006,1233,1351
NCNTY19059N19059,"Dickinson County, IA",730,759,999,1221,1342
NCNTY19063N19063,"Emmet County, IA",613,646,839,1123,1127
NCNTY19065N19065,"Fayette County, IA",561,637,839,1026,1349
NCNTY19067N19067,"Floyd County, IA",660,664,839,1123,1127
NCNTY19069N19069,"Franklin County, IA",613,637,839,1152,1170
NCNTY19071N19071,"Fremont County, IA",613,637,839,1114,1268
NCNTY19073N19073,"Greene County, IA",613,637,839,1192,1288
NCNTY19079N19079,"Hamilton County, IA",675,702,924,1125,1241
NCNTY19081N19081,"Hancock County, IA",613,681,839,1156,1429
NCNTY19083N19083,"Hardin County, IA",613,637,839,1115,1192
NCNTY19087N19087,"Henry County, IA",617,671,844,1132,1136
NCNTY19089N19089,"Howard County, IA",613,743,839,1103,1179
NCNTY19091N19091,"Humboldt County, IA",613,687,839,1192,1201
NCNTY19093N19093,"Ida County, IA",613,637,839,1021,1127
NCNTY19095N19095,"Iowa County, IA",613,715,839,1192,1429
NCNTY19097N19097,"Jackson County, IA",613,637,839,1153,1238
NCNTY19101N19101,"Jefferson County, IA",693,697,918,1254,1393
NCNTY19107N19107,"Keokuk County, IA",613,666,839,1046,1127
NCNTY19109N19109,"Kossuth County, IA",676,677,839,1030,1127
NCNTY19111N19111,"Lee County, IA",576,668,862,1165,1237
NCNTY19115N19115,"Louisa County, IA",561,680,839,1085,1127
NCNTY19117N19117,"Lucas County, IA",720,748,985,1199,1323
NCNTY19119N19119,"Lyon County, IA",613,741,839,1021,1384
NCNTY19123N19123,"Mahaska County, IA",665,679,844,1027,1134
NCNTY19125N19125,"Marion County, IA",596,694,892,1086,1198
NCNTY19127N19127,"Marshall County, IA",670,684,885,1168,1189
NCNTY19131N19131,"Mitchell County, IA",613,637,839,1021,1127
NCNTY19133N19133,"Monona County, IA",633,637,839,1021,1351
NCNTY19135N19135,"Monroe County, IA",631,656,863,1050,1160
NCNTY19137N19137,"Montgomery County, IA",613,637,839,1021,1155
NCNTY19139N19139,"Muscatine County, IA",731,760,1000,1262,1484
NCNTY19141N19141,"O'Brien County, IA",613,650,839,1171,1175
NCNTY19143N19143,"Osceola County, IA",613,659,839,1054,1127
NCNTY19145N19145,"Page County, IA",613,644,839,1063,1325
NCNTY19147N19147,"Palo Alto County, IA",613,637,839,1027,1131
NCNTY19149N19149,"Plymouth County, IA",630,688,839,1178,1182
NCNTY19151N19151,"Pocahontas County, IA",613,637,839,1021,1127
NCNTY19157N19157,"Poweshiek County, IA",650,770,890,1191,1196
NCNTY19159N19159,"Ringgold County, IA",613,668,839,1123,1127
NCNTY19161N19161,"Sac County, IA",613,660,839,1192,1202
NCNTY19165N19165,"Shelby County, IA",613,713,839,1192,1376
NCNTY19167N19167,"Sioux County, IA",628,683,860,1151,1155
NCNTY19171N19171,"Tama County, IA",580,659,867,1055,1360
NCNTY19173N19173,"Taylor County, IA",613,637,839,1021,1161
NCNTY19175N19175,"Union County, IA",613,679,839,1142,1146
NCNTY19177N19177,"Van Buren County, IA",613,743,839,1133,1278
NCNTY19179N19179,"Wapello County, IA",707,735,968,1205,1497
NCNTY19185N19185,"Wayne County, IA",613,637,839,1021,1127
NCNTY19187N19187,"Webster County, IA",633,637,839,1177,1194
NCNTY19189N19189,"Winnebago County, IA",613,642,839,1117,1214
NCNTY19191N19191,"Winneshiek County, IA",616,640,843,1128,1132
NCNTY19195N19195,"Worth County, IA",613,676,839,1192,1429
NCNTY19197N19197,"Wright County, IA",613,637,839,1021,1127
NCNTY20001N20001,"Allen County, KS",595,638,840,1022,1128
NCNTY20003N20003,"Anderson County, KS",611,710,825,1004,1336
NCNTY20005N20005,"Atchison County, KS",573,631,830,1127,1213
NCNTY20007N20007,"Barber County, KS",611,695,825,1082,1390
NCNTY20009N20009,"Barton County, KS",611,667,825,1172,1296
NCNTY20011N20011,"Bourbon County, KS",582,661,870,1103,1169
NCNTY20013N20013,"Brown County, KS",611,627,825,1092,1134
NCNTY20017N20017,"Chase County, KS",611,627,825,1004,1169
NCNTY20019N20019,"Chautauqua County, KS",585,627,825,1106,1169
NCNTY20021N20021,"Cherokee County, KS",552,634,825,1076,1108
NCNTY20023N20023,"Cheyenne County, KS",611,729,825,1031,1356
NCNTY20025N20025,"Clark County, KS",650,755,877,1067,1178
NCNTY20027N20027,"Clay County, KS",597,627,825,1172,1229
NCNTY20029N20029,"Cloud County, KS",611,627,825,1004,1186
NCNTY20031N20031,"Coffey County, KS",605,693,825,1087,1238
NCNTY20033N20033,"Comanche County, KS",611,627,825,1058,1169
NCNTY20035N20035,"Cowley County, KS",552,627,825,1063,1206
NCNTY20037N20037,"Crawford County, KS",658,662,872,1220,1224
NCNTY20039N20039,"Decatur County, KS",611,647,825,1172,1405
NCNTY20041N20041,"Dickinson County, KS",611,627,825,1105,1169
NCNTY20047N20047,"Edwards County, KS",611,627,825,1004,1169
NCNTY20049N20049,"Elk County, KS",611,653,825,1143,1169
NCNTY20051N20051,"Ellis County, KS",649,665,876,1191,1492
NCNTY20053N20053,"Ellsworth County, KS",616,633,832,1114,1118
NCNTY20055N20055,"Finney County, KS",720,738,972,1280,1490
NCNTY20057N20057,"Ford County, KS",689,710,930,1172,1249
NCNTY20059N20059,"Franklin County, KS",714,719,946,1167,1342
NCNTY20063N20063,"Gove County, KS",611,717,825,1004,1108
NCNTY20065N20065,"Graham County, KS",611,627,825,1101,1169
NCNTY20067N20067,"Grant County, KS",611,627,825,1117,1169
NCNTY20069N20069,"Gray County, KS",611,690,825,1019,1108
NCNTY20071N20071,"Greeley County, KS",611,722,825,1056,1169
NCNTY20073N20073,"Greenwood County, KS",611,631,825,1030,1169
NCNTY20075N20075,"Hamilton County, KS",611,627,825,1004,1192
NCNTY20077N20077,"Harper County, KS",611,627,825,1048,1169
NCNTY20081N20081,"Haskell County, KS",611,627,825,1005,1169
NCNTY20083N20083,"Hodgeman County, KS",611,627,825,1165,1169
NCNTY20089N20089,"Jewell County, KS",611,730,825,1058,1169
NCNTY20093N20093,"Kearny County, KS",684,701,923,1123,1308
NCNTY20095N20095,"Kingman County, KS",611,684,825,1172,1239
NCNTY20097N20097,"Kiowa County, KS",611,627,825,1004,1211
NCNTY20099N20099,"Labette County, KS",565,642,845,1031,1160
NCNTY20101N20101,"Lane County, KS",611,627,825,1004,1169
NCNTY20105N20105,"Lincoln County, KS",611,627,825,1004,1169
NCNTY20109N20109,"Logan County, KS",678,695,915,1114,1229
NCNTY20111N20111,"Lyon County, KS",552,627,825,1109,1275
NCNTY20113N20113,"McPherson County, KS",650,666,877,1117,1254
NCNTY20115N20115,"Marion County, KS",611,629,825,1103,1108
NCNTY20117N20117,"Marshall County, KS",611,627,825,1151,1404
NCNTY20119N20119,"Meade County, KS",611,632,825,1022,1108
NCNTY20123N20123,"Mitchell County, KS",611,675,825,1004,1169
NCNTY20125N20125,"Montgomery County, KS",623,627,825,1101,1194
NCNTY20127N20127,"Morris County, KS",642,663,867,1055,1183
NCNTY20129N20129,"Morton County, KS",611,627,825,1052,1169
NCNTY20131N20131,"Nemaha County, KS",552,630,825,1127,1194
NCNTY20133N20133,"Neosho County, KS",623,627,825,1125,1307
NCNTY20135N20135,"Ness County, KS",611,657,825,1058,1108
NCNTY20137N20137,"Norton County, KS",611,628,825,1004,1169
NCNTY20141N20141,"Osborne County, KS",611,640,825,1004,1169
NCNTY20143N20143,"Ottawa County, KS",653,669,881,1072,1184
NCNTY20145N20145,"Pawnee County, KS",611,730,825,1089,1169
NCNTY20147N20147,"Phillips County, KS",611,627,825,1004,1108
NCNTY20151N20151,"Pratt County, KS",611,718,825,1172,1177
NCNTY20153N20153,"Rawlins County, KS",611,627,825,1019,1318
NCNTY20155N20155,"Reno County, KS",621,706,929,1131,1248
NCNTY20157N20157,"Republic County, KS",611,730,825,1104,1108
NCNTY20159N20159,"Rice County, KS",611,694,825,1172,1405
NCNTY20163N20163,"Rooks County, KS",611,627,825,1016,1108
NCNTY20165N20165,"Rush County, KS",611,722,825,1111,1397
NCNTY20167N20167,"Russell County, KS",611,627,825,1004,1192
NCNTY20169N20169,"Saline County, KS",648,737,952,1159,1407
NCNTY20171N20171,"Scott County, KS",611,627,825,1172,1405
NCNTY20175N20175,"Seward County, KS",734,753,991,1206,1331
NCNTY20179N20179,"Sheridan County, KS",611,679,825,1165,1169
NCNTY20181N20181,"Sherman County, KS",711,729,959,1167,1359
NCNTY20183N20183,"Smith County, KS",611,730,825,1165,1169
NCNTY20185N20185,"Stafford County, KS",611,627,825,1004,1169
NCNTY20187N20187,"Stanton County, KS",626,642,845,1083,1198
NCNTY20189N20189,"Stevens County, KS",629,645,849,1033,1173
NCNTY20193N20193,"Thomas County, KS",624,640,842,1025,1193
NCNTY20195N20195,"Trego County, KS",611,627,825,1004,1108
NCNTY20199N20199,"Wallace County, KS",611,627,825,1004,1169
NCNTY20201N20201,"Washington County, KS",605,627,825,1009,1169
NCNTY20203N20203,"Wichita County, KS",611,730,825,1165,1169
NCNTY20205N20205,"Wilson County, KS",611,627,825,1172,1352
NCNTY20207N20207,"Woodson County, KS",611,641,825,1008,1337
NCNTY21001N21001,"Adair County, KY",617,621,799,1136,1287
NCNTY21005N21005,"Anderson County, KY",617,743,851,1142,1146
NCNTY21007N21007,"Ballard County, KY",595,623,820,1022,1257
NCNTY21009N21009,"Barren County, KY",579,618,799,1036,1073
NCNTY21011N21011,"Bath County, KY",579,689,799,1049,1287
NCNTY21013N21013,"Bell County, KY",687,707,799,1136,1256
NCNTY21021N21021,"Boyle County, KY",613,642,845,1140,1379
NCNTY21025N21025,"Breathitt County, KY",579,656,799,972,1076
NCNTY21027N21027,"Breckinridge County, KY",579,696,799,1025,1073
NCNTY21033N21033,"Caldwell County, KY",598,719,824,1003,1107
NCNTY21035N21035,"Calloway County, KY",791,798,1050,1278,1411
NCNTY21039N21039,"Carlisle County, KY",579,624,799,972,1076
NCNTY21041N21041,"Carroll County, KY",579,707,799,1136,1283
NCNTY21045N21045,"Casey County, KY",579,704,799,1060,1361
NCNTY21051N21051,"Clay County, KY",641,645,799,1136,1361
NCNTY21053N21053,"Clinton County, KY",579,672,799,972,1076
NCNTY21055N21055,"Crittenden County, KY",579,607,799,1011,1076
NCNTY21057N21057,"Cumberland County, KY",534,607,799,992,1076
NCNTY21063N21063,"Elliott County, KY",606,634,835,1059,1124
NCNTY21065N21065,"Estill County, KY",579,607,799,972,1110
NCNTY21069N21069,"Fleming County, KY",579,666,799,998,1293
NCNTY21071N21071,"Floyd County, KY",595,623,820,998,1107
NCNTY21073N21073,"Franklin County, KY",681,782,971,1291,1608
NCNTY21075N21075,"Fulton County, KY",579,684,799,1111,1361
NCNTY21079N21079,"Garrard County, KY",585,703,807,1005,1177
NCNTY21083N21083,"Graves County, KY",579,607,799,1124,1217
NCNTY21085N21085,"Grayson County, KY",645,660,799,1063,1073
NCNTY21087N21087,"Green County, KY",579,703,799,1053,1076
NCNTY21095N21095,"Harlan County, KY",579,638,799,1069,1238
NCNTY21097N21097,"Harrison County, KY",579,607,799,1054,1073
NCNTY21099N21099,"Hart County, KY",600,607,799,1054,1153
NCNTY21105N21105,"Hickman County, KY",579,613,799,1072,1076
NCNTY21107N21107,"Hopkins County, KY",579,653,860,1125,1242
NCNTY21109N21109,"Jackson County, KY",579,633,799,1072,1076
NCNTY21115N21115,"Johnson County, KY",579,607,799,1058,1076
NCNTY21119N21119,"Knott County, KY",692,707,799,1095,1153
NCNTY21121N21121,"Knox County, KY",579,607,799,1058,1361
NCNTY21125N21125,"Laurel County, KY",588,622,811,1046,1121
NCNTY21127N21127,"Lawrence County, KY",579,607,799,1127,1225
NCNTY21129N21129,"Lee County, KY",579,614,799,1072,1076
NCNTY21131N21131,"Leslie County, KY",579,707,799,1072,1076
NCNTY21133N21133,"Letcher County, KY",579,655,799,1114,1199
NCNTY21135N21135,"Lewis County, KY",579,700,799,1072,1076
NCNTY21137N21137,"Lincoln County, KY",579,607,799,972,1073
NCNTY21139N21139,"Livingston County, KY",579,621,799,980,1076
NCNTY21141N21141,"Logan County, KY",582,610,802,1090,1300
NCNTY21143N21143,"Lyon County, KY",582,622,802,976,1366
NCNTY21145N21145,"McCracken County, KY",664,696,916,1141,1231
NCNTY21147N21147,"McCreary County, KY",579,621,799,997,1076
NCNTY21151N21151,"Madison County, KY",671,679,819,1103,1108
NCNTY21153N21153,"Magoffin County, KY",579,707,799,1054,1076
NCNTY21155N21155,"Marion County, KY",623,627,825,1004,1108
NCNTY21157N21157,"Marshall County, KY",660,804,910,1108,1520
NCNTY21159N21159,"Martin County, KY",616,645,849,1033,1143
NCNTY21161N21161,"Mason County, KY",578,672,864,1052,1163
NCNTY21165N21165,"Menifee County, KY",579,621,799,1067,1076
NCNTY21167N21167,"Mercer County, KY",579,620,799,1069,1073
NCNTY21169N21169,"Metcalfe County, KY",579,626,799,972,1073
NCNTY21171N21171,"Monroe County, KY",579,607,799,1069,1073
NCNTY21173N21173,"Montgomery County, KY",589,673,812,1154,1196
NCNTY21175N21175,"Morgan County, KY",579,607,799,1057,1076
NCNTY21177N21177,"Muhlenberg County, KY",579,607,799,1006,1073
NCNTY21179N21179,"Nelson County, KY",599,628,826,1172,1316
NCNTY21181N21181,"Nicholas County, KY",579,607,799,980,1361
NCNTY21183N21183,"Ohio County, KY",579,627,799,1046,1253
NCNTY21187N21187,"Owen County, KY",595,623,820,1062,1362
NCNTY21189N21189,"Owsley County, KY",579,621,799,1072,1076
NCNTY21193N21193,"Perry County, KY",597,625,823,1002,1173
NCNTY21195N21195,"Pike County, KY",612,747,844,1027,1262
NCNTY21197N21197,"Powell County, KY",590,663,813,1069,1092
NCNTY21199N21199,"Pulaski County, KY",555,633,830,1035,1136
NCNTY21201N21201,"Robertson County, KY",579,607,799,972,1076
NCNTY21203N21203,"Rockcastle County, KY",579,607,799,1084,1147
NCNTY21205N21205,"Rowan County, KY",594,675,819,1026,1393
NCNTY21207N21207,"Russell County, KY",579,607,799,1022,1073
NCNTY21213N21213,"Simpson County, KY",673,705,928,1244,1250
NCNTY21217N21217,"Taylor County, KY",674,678,799,1069,1073
NCNTY21219N21219,"Todd County, KY",579,607,799,1099,1224
NCNTY21223N21223,"Trimble County, KY",579,616,799,1069,1142
NCNTY21225N21225,"Union County, KY",579,655,799,972,1073
NCNTY21229N21229,"Washington County, KY",587,615,809,985,1265
NCNTY21231N21231,"Wayne County, KY",579,621,799,1136,1252
NCNTY21233N21233,"Webster County, KY",579,607,799,974,1076
NCNTY21235N21235,"Whitley County, KY",579,633,799,988,1073
NCNTY21237N21237,"Wolfe County, KY",579,639,799,972,1076
NCNTY22003N22003,"Allen Parish, LA",597,618,779,1013,1179
NCNTY22009N22009,"Avoyelles Parish, LA",622,626,824,1078,1169
NCNTY22011N22011,"Beauregard Parish, LA",734,747,848,1150,1444
NCNTY22013N22013,"Bienville Parish, LA",596,689,778,1106,1293
NCNTY22021N22021,"Caldwell Parish, LA",704,709,933,1136,1253
NCNTY22025N22025,"Catahoula Parish, LA",596,683,778,1106,1131
NCNTY22027N22027,"Claiborne Parish, LA",587,591,778,947,1131
NCNTY22029N22029,"Concordia Parish, LA",596,689,778,1041,1045
NCNTY22035N22035,"East Carroll Parish, LA",587,591,778,1057,1146
NCNTY22039N22039,"Evangeline Parish, LA",596,622,778,981,1045
NCNTY22041N22041,"Franklin Parish, LA",662,666,778,995,1045
NCNTY22049N22049,"Jackson Parish, LA",596,685,778,1041,1045
NCNTY22053N22053,"Jefferson Davis Parish, LA",636,679,778,1106,1131
NCNTY22059N22059,"La Salle Parish, LA",587,591,778,992,1095
NCNTY22061N22061,"Lincoln Parish, LA",564,694,843,1100,1436
NCNTY22065N22065,"Madison Parish, LA",591,595,778,1078,1311
NCNTY22069N22069,"Natchitoches Parish, LA",599,681,896,1134,1204
NCNTY22081N22081,"Red River Parish, LA",605,609,801,975,1130
NCNTY22083N22083,"Richland Parish, LA",606,610,803,977,1243
NCNTY22085N22085,"Sabine Parish, LA",560,636,837,1019,1124
NCNTY22097N22097,"St. Landry Parish, LA",587,591,778,1007,1201
NCNTY22101N22101,"St. Mary Parish, LA",636,706,899,1152,1379
NCNTY22107N22107,"Tensas Parish, LA",587,591,778,1106,1131
NCNTY22115N22115,"Vernon Parish, LA",765,770,1013,1274,1443
NCNTY22117N22117,"Washington Parish, LA",659,689,778,1106,1199
NCNTY22119N22119,"Webster Parish, LA",587,591,778,1050,1054
NCNTY22123N22123,"West Carroll Parish, LA",587,591,778,1032,1131
NCNTY22127N22127,"Winn Parish, LA",596,609,778,1076,1110
NCNTY23003N23003,"Aroostook County, ME",590,706,883,1172,1329
NCNTY23007N23007,"Franklin County, ME",657,741,976,1306,1311
NCNTY23009N23009,"Hancock County, ME",907,913,1072,1431,1440
NCNTY23011N23011,"Kennebec County, ME",794,799,1023,1267,1520
NCNTY23013N23013,"Knox County, ME",776,966,1161,1494,1560
NCNTY23015N23015,"Lincoln County, ME",939,944,1198,1458,1823
NCNTY23017N23017,"Oxford County, ME",786,791,1041,1267,1653
NCNTY23021N23021,"Piscataquis County, ME",692,697,906,1164,1521
NCNTY23025N23025,"Somerset County, ME",750,755,963,1193,1348
NCNTY23027N23027,"Waldo County, ME",916,922,1174,1429,1741
NCNTY23029N23029,"Washington County, ME",677,703,925,1229,1322
NCNTY24011N24011,"Caroline County, MD",855,860,1132,1534,1926
NCNTY24019N24019,"Dorchester County, MD",819,824,1035,1471,1763
NCNTY24023N24023,"Garrett County, MD",739,751,877,1246,1494
NCNTY24029N24029,"Kent County, MD",993,999,1238,1705,2076
NCNTY24041N24041,"Talbot County, MD",1107,1162,1312,1865,2235
NCNTY25007N25007,"Dukes County, MA",1900,2200,2485,3223,3398
NCNTY25019N25019,"Nantucket County, MA",1866,2142,2791,3432,3817
NCNTY26001N26001,"Alcona County, MI",606,762,877,1153,1339
NCNTY26003N26003,"Alger County, MI",606,715,877,1067,1246
NCNTY26005N26005,"Allegan County, MI",770,775,1020,1316,1370
NCNTY26007N26007,"Alpena County, MI",606,709,877,1177,1391
NCNTY26009N26009,"Antrim County, MI",619,788,926,1198,1497
NCNTY26011N26011,"Arenac County, MI",612,688,877,1242,1327
NCNTY26013N26013,"Baraga County, MI",683,691,877,1067,1263
NCNTY26015N26015,"Barry County, MI",655,797,980,1374,1406
NCNTY26019N26019,"Benzie County, MI",794,873,1149,1398,1621
NCNTY26023N26023,"Branch County, MI",690,695,879,1133,1181
NCNTY26029N26029,"Charlevoix County, MI",636,738,920,1307,1454
NCNTY26031N26031,"Cheboygan County, MI",610,694,913,1111,1226
NCNTY26033N26033,"Chippewa County, MI",646,734,966,1176,1298
NCNTY26035N26035,"Clare County, MI",606,666,877,1150,1456
NCNTY26039N26039,"Crawford County, MI",608,724,907,1111,1218
NCNTY26041N26041,"Delta County, MI",662,666,877,1171,1494
NCNTY26043N26043,"Dickinson County, MI",606,733,877,1069,1178
NCNTY26047N26047,"Emmet County, MI",713,815,1066,1309,1515
NCNTY26051N26051,"Gladwin County, MI",586,671,877,1195,1223
NCNTY26053N26053,"Gogebic County, MI",606,693,877,1246,1258
NCNTY26055N26055,"Grand Traverse County, MI",803,978,1161,1413,1560
NCNTY26057N26057,"Gratiot County, MI",586,700,877,1139,1494
NCNTY26059N26059,"Hillsdale County, MI",618,679,894,1114,1222
NCNTY26061N26061,"Houghton County, MI",608,722,877,1246,1494
NCNTY26063N26063,"Huron County, MI",672,685,877,1077,1185
NCNTY26069N26069,"Iosco County, MI",718,723,877,1168,1494
NCNTY26071N26071,"Iron County, MI",586,666,877,1221,1246
NCNTY26073N26073,"Isabella County, MI",718,752,882,1154,1185
NCNTY26079N26079,"Kalkaska County, MI",586,666,877,1151,1210
NCNTY26083N26083,"Keweenaw County, MI",606,693,877,1242,1246
NCNTY26085N26085,"Lake County, MI",606,725,877,1246,1250
NCNTY26089N26089,"Leelanau County, MI",799,898,1155,1460,1967
NCNTY26091N26091,"Lenawee County, MI",656,751,949,1267,1439
NCNTY26095N26095,"Luce County, MI",626,688,905,1101,1216
NCNTY26097N26097,"Mackinac County, MI",606,776,877,1096,1355
NCNTY26101N26101,"Manistee County, MI",729,734,966,1205,1298
NCNTY26103N26103,"Marquette County, MI",661,798,986,1200,1680
NCNTY26105N26105,"Mason County, MI",687,697,918,1153,1233
NCNTY26107N26107,"Mecosta County, MI",606,750,877,1114,1402
NCNTY26109N26109,"Menominee County, MI",662,730,877,1234,1345
NCNTY26113N26113,"Missaukee County, MI",631,693,912,1110,1225
NCNTY26119N26119,"Montmorency County, MI",606,771,877,1242,1246
NCNTY26123N26123,"Newaygo County, MI",620,705,928,1167,1283
NCNTY26127N26127,"Oceana County, MI",658,681,897,1107,1337
NCNTY26129N26129,"Ogemaw County, MI",651,776,877,1075,1178
NCNTY26131N26131,"Ontonagon County, MI",606,752,877,1067,1246
NCNTY26133N26133,"Osceola County, MI",606,666,877,1098,1343
NCNTY26135N26135,"Oscoda County, MI",606,751,877,1126,1246
NCNTY26137N26137,"Otsego County, MI",676,743,978,1296,1482
NCNTY26141N26141,"Presque Isle County, MI",606,666,877,1137,1339
NCNTY26143N26143,"Roscommon County, MI",662,666,877,1173,1292
NCNTY26149N26149,"St. Joseph County, MI",606,683,877,1184,1253
NCNTY26151N26151,"Sanilac County, MI",618,666,877,1147,1224
NCNTY26153N26153,"Schoolcraft County, MI",606,666,877,1156,1246
NCNTY26157N26157,"Tuscola County, MI",606,732,877,1222,1334
NCNTY26159N26159,"Van Buren County, MI",622,689,902,1159,1212
NCNTY26165N26165,"Wexford County, MI",611,687,883,1141,1337
NCNTY27001N27001,"Aitkin County, MN",689,701,923,1235,1240
NCNTY27005N27005,"Becker County, MN",615,724,920,1253,1401
NCNTY27007N27007,"Beltrami County, MN",738,839,1104,1344,1600
NCNTY27011N27011,"Big Stone County, MN",586,692,877,1246,1342
NCNTY27015N27015,"Brown County, MN",586,673,877,1115,1494
NCNTY27021N27021,"Cass County, MN",604,799,903,1169,1213
NCNTY27023N27023,"Chippewa County, MN",586,744,877,1223,1333
NCNTY27029N27029,"Clearwater County, MN",666,671,883,1255,1300
NCNTY27031N27031,"Cook County, MN",586,776,877,1246,1276
NCNTY27033N27033,"Cottonwood County, MN",586,750,877,1092,1330
NCNTY27035N27035,"Crow Wing County, MN",702,798,1050,1352,1476
NCNTY27041N27041,"Douglas County, MN",610,746,913,1222,1226
NCNTY27043N27043,"Faribault County, MN",586,701,877,1223,1227
NCNTY27047N27047,"Freeborn County, MN",604,687,904,1125,1322
NCNTY27049N27049,"Goodhue County, MN",755,853,1003,1425,1708
NCNTY27051N27051,"Grant County, MN",586,673,877,1246,1402
NCNTY27057N27057,"Hubbard County, MN",631,716,943,1186,1383
NCNTY27061N27061,"Itasca County, MN",791,796,1048,1275,1408
NCNTY27063N27063,"Jackson County, MN",586,670,877,1076,1257
NCNTY27065N27065,"Kanabec County, MN",702,806,1050,1405,1411
NCNTY27067N27067,"Kandiyohi County, MN",723,751,903,1283,1524
NCNTY27069N27069,"Kittson County, MN",586,666,877,1067,1319
NCNTY27071N27071,"Koochiching County, MN",586,666,877,1068,1276
NCNTY27073N27073,"Lac qui Parle County, MN",586,666,877,1095,1332
NCNTY27077N27077,"Lake of the Woods County, MN",631,718,943,1148,1372
NCNTY27081N27081,"Lincoln County, MN",586,703,877,1172,1276
NCNTY27083N27083,"Lyon County, MN",626,666,877,1245,1477
NCNTY27085N27085,"McLeod County, MN",672,675,888,1262,1513
NCNTY27087N27087,"Mahnomen County, MN",589,687,881,1072,1184
NCNTY27089N27089,"Marshall County, MN",618,702,924,1149,1548
NCNTY27091N27091,"Martin County, MN",600,682,898,1202,1206
NCNTY27093N27093,"Meeker County, MN",630,726,942,1334,1491
NCNTY27097N27097,"Morrison County, MN",668,730,961,1339,1457
NCNTY27099N27099,"Mower County, MN",680,773,1017,1338,1446
NCNTY27101N27101,"Murray County, MN",586,667,877,1246,1276
NCNTY27105N27105,"Nobles County, MN",655,744,979,1253,1315
NCNTY27107N27107,"Norman County, MN",586,666,877,1067,1276
NCNTY27111N27111,"Otter Tail County, MN",687,691,910,1213,1330
NCNTY27113N27113,"Pennington County, MN",675,767,1010,1298,1470
NCNTY27115N27115,"Pine County, MN",840,846,1113,1411,1548
NCNTY27117N27117,"Pipestone County, MN",586,746,877,1165,1464
NCNTY27121N27121,"Pope County, MN",686,779,1026,1249,1493
NCNTY27125N27125,"Red Lake County, MN",620,705,928,1319,1350
NCNTY27127N27127,"Redwood County, MN",586,737,877,1246,1419
NCNTY27129N27129,"Renville County, MN",740,745,877,1246,1451
NCNTY27131N27131,"Rice County, MN",834,855,1126,1549,1771
NCNTY27133N27133,"Rock County, MN",629,714,940,1211,1291
NCNTY27135N27135,"Roseau County, MN",633,745,946,1151,1271
NCNTY27143N27143,"Sibley County, MN",636,767,951,1214,1320
NCNTY27147N27147,"Steele County, MN",701,765,989,1406,1685
NCNTY27149N27149,"Stevens County, MN",604,754,904,1285,1443
NCNTY27151N27151,"Swift County, MN",586,666,877,1067,1178
NCNTY27153N27153,"Todd County, MN",586,766,877,1174,1178
NCNTY27155N27155,"Traverse County, MN",586,691,877,1246,1363
NCNTY27159N27159,"Wadena County, MN",608,780,910,1108,1222
NCNTY27161N27161,"Waseca County, MN",662,666,877,1246,1285
NCNTY27165N27165,"Watonwan County, MN",586,776,877,1246,1428
NCNTY27167N27167,"Wilkin County, MN",586,666,877,1246,1494
NCNTY27169N27169,"Winona County, MN",628,759,939,1257,1363
NCNTY27173N27173,"Yellow Medicine County, MN",603,685,902,1098,1212
NCNTY28001N28001,"Adams County, MS",684,722,815,1091,1095
NCNTY28003N28003,"Alcorn County, MS",615,619,815,1153,1228
NCNTY28005N28005,"Amite County, MS",647,651,815,1020,1108
NCNTY28007N28007,"Attala County, MS",636,640,815,1104,1108
NCNTY28009N28009,"Benton County, MS",684,722,815,1104,1108
NCNTY28011N28011,"Bolivar County, MS",622,626,824,1003,1107
